Year,Period ID,Period,Area,Adjusted,Unemployment
"2002","04","Apr","Amarillo MSA","Adj","5,581"
"2002","05","May","Amarillo MSA","Adj","5,588"
"2002","06","Jun","Amarillo MSA","Adj","5,570"
"2002","07","Jul","Amarillo MSA","Adj","5,579"
"2002","08","Aug","Amarillo MSA","Adj","5,617"
"2002","09","Sep","Amarillo MSA","Adj","5,696"
"2002","10","Oct","Amarillo MSA","Adj","5,797"
"2002","11","Nov","Amarillo MSA","Adj","5,869"
"2002","12","Dec","Amarillo MSA","Adj","5,899"
"2001","01","Jan","Amarillo MSA","Adj","4,018"
"2001","02","Feb","Amarillo MSA","Adj","4,121"
"2001","03","Mar","Amarillo MSA","Adj","4,331"
"2001","04","Apr","Amarillo MSA","Adj","4,443"
"2001","05","May","Amarillo MSA","Adj","4,432"
"2001","06","Jun","Amarillo MSA","Adj","4,425"
"2001","07","Jul","Amarillo MSA","Adj","4,462"
"2001","08","Aug","Amarillo MSA","Adj","4,586"
"2001","09","Sep","Amarillo MSA","Adj","4,773"
"2001","10","Oct","Amarillo MSA","Adj","4,965"
"2001","11","Nov","Amarillo MSA","Adj","5,107"
"2001","12","Dec","Amarillo MSA","Adj","5,226"
"2000","01","Jan","Amarillo MSA","Adj","4,898"
"2000","02","Feb","Amarillo MSA","Adj","4,928"
"2000","03","Mar","Amarillo MSA","Adj","4,828"
"2000","04","Apr","Amarillo MSA","Adj","4,670"
"2000","05","May","Amarillo MSA","Adj","4,586"
"2000","06","Jun","Amarillo MSA","Adj","4,479"
"2000","07","Jul","Amarillo MSA","Adj","4,399"
"2000","08","Aug","Amarillo MSA","Adj","4,375"
"2000","09","Sep","Amarillo MSA","Adj","4,328"
"2000","10","Oct","Amarillo MSA","Adj","4,261"
"2000","11","Nov","Amarillo MSA","Adj","4,140"
"2000","12","Dec","Amarillo MSA","Adj","4,031"
"1999","01","Jan","Amarillo MSA","Adj","3,494"
"1999","02","Feb","Amarillo MSA","Adj","3,353"
"1999","03","Mar","Amarillo MSA","Adj","3,335"
"1999","04","Apr","Amarillo MSA","Adj","3,458"
"1999","05","May","Amarillo MSA","Adj","3,557"
"1999","06","Jun","Amarillo MSA","Adj","4,758"
"1999","07","Jul","Amarillo MSA","Adj","4,788"
"1999","08","Aug","Amarillo MSA","Adj","4,864"
"1999","09","Sep","Amarillo MSA","Adj","4,984"
"1999","10","Oct","Amarillo MSA","Adj","5,025"
"1999","11","Nov","Amarillo MSA","Adj","4,946"
"1999","12","Dec","Amarillo MSA","Adj","4,860"
"1998","01","Jan","Amarillo MSA","Adj","4,154"
"1998","02","Feb","Amarillo MSA","Adj","4,163"
"1998","03","Mar","Amarillo MSA","Adj","4,153"
"1998","04","Apr","Amarillo MSA","Adj","4,132"
"1998","05","May","Amarillo MSA","Adj","4,243"
"1998","06","Jun","Amarillo MSA","Adj","4,451"
"1998","07","Jul","Amarillo MSA","Adj","4,608"
"1998","08","Aug","Amarillo MSA","Adj","4,689"
"1998","09","Sep","Amarillo MSA","Adj","4,545"
"1998","10","Oct","Amarillo MSA","Adj","4,203"
"1998","11","Nov","Amarillo MSA","Adj","3,911"
"1998","12","Dec","Amarillo MSA","Adj","3,694"
"1997","01","Jan","Amarillo MSA","Adj","5,034"
"1997","02","Feb","Amarillo MSA","Adj","4,987"
"1997","03","Mar","Amarillo MSA","Adj","4,899"
"1997","04","Apr","Amarillo MSA","Adj","4,756"
"1997","05","May","Amarillo MSA","Adj","4,667"
"1997","06","Jun","Amarillo MSA","Adj","4,562"
"1997","07","Jul","Amarillo MSA","Adj","4,435"
"1997","08","Aug","Amarillo MSA","Adj","4,420"
"1997","09","Sep","Amarillo MSA","Adj","4,366"
"1997","10","Oct","Amarillo MSA","Adj","4,171"
"1997","11","Nov","Amarillo MSA","Adj","4,028"
"1997","12","Dec","Amarillo MSA","Adj","4,074"
"1996","01","Jan","Amarillo MSA","Adj","4,726"
"1996","02","Feb","Amarillo MSA","Adj","4,618"
"1996","03","Mar","Amarillo MSA","Adj","4,525"
"1996","04","Apr","Amarillo MSA","Adj","4,535"
"1996","05","May","Amarillo MSA","Adj","4,529"
"1996","06","Jun","Amarillo MSA","Adj","4,436"
"1996","07","Jul","Amarillo MSA","Adj","4,357"
"1996","08","Aug","Amarillo MSA","Adj","4,362"
"1996","09","Sep","Amarillo MSA","Adj","4,479"
"1996","10","Oct","Amarillo MSA","Adj","4,758"
"1996","11","Nov","Amarillo MSA","Adj","5,028"
"1996","12","Dec","Amarillo MSA","Adj","5,090"
"1995","01","Jan","Amarillo MSA","Adj","3,892"
"1995","02","Feb","Amarillo MSA","Adj","3,974"
"1995","03","Mar","Amarillo MSA","Adj","4,127"
"1995","04","Apr","Amarillo MSA","Adj","4,314"
"1995","05","May","Amarillo MSA","Adj","4,425"
"1995","06","Jun","Amarillo MSA","Adj","4,595"
"1995","07","Jul","Amarillo MSA","Adj","4,674"
"1995","08","Aug","Amarillo MSA","Adj","4,615"
"1995","09","Sep","Amarillo MSA","Adj","4,669"
"1995","10","Oct","Amarillo MSA","Adj","4,732"
"1995","11","Nov","Amarillo MSA","Adj","4,721"
"1995","12","Dec","Amarillo MSA","Adj","4,736"
"1994","01","Jan","Amarillo MSA","Adj","4,369"
"1994","02","Feb","Amarillo MSA","Adj","4,335"
"1994","03","Mar","Amarillo MSA","Adj","4,308"
"1994","04","Apr","Amarillo MSA","Adj","4,185"
"1994","05","May","Amarillo MSA","Adj","3,999"
"1994","06","Jun","Amarillo MSA","Adj","3,896"
"1994","07","Jul","Amarillo MSA","Adj","3,920"
"1994","08","Aug","Amarillo MSA","Adj","3,940"
"1994","09","Sep","Amarillo MSA","Adj","3,891"
"1994","10","Oct","Amarillo MSA","Adj","3,867"
"1994","11","Nov","Amarillo MSA","Adj","3,830"
"1994","12","Dec","Amarillo MSA","Adj","3,816"
"1993","01","Jan","Amarillo MSA","Adj","5,218"
"1993","02","Feb","Amarillo MSA","Adj","5,048"
"1993","03","Mar","Amarillo MSA","Adj","4,876"
"1993","04","Apr","Amarillo MSA","Adj","4,802"
"1993","05","May","Amarillo MSA","Adj","4,773"
"1993","06","Jun","Amarillo MSA","Adj","4,742"
"1993","07","Jul","Amarillo MSA","Adj","4,772"
"1993","08","Aug","Amarillo MSA","Adj","4,727"
"1993","09","Sep","Amarillo MSA","Adj","4,614"
"1993","10","Oct","Amarillo MSA","Adj","4,618"
"1993","11","Nov","Amarillo MSA","Adj","4,601"
"1993","12","Dec","Amarillo MSA","Adj","4,472"
"1992","01","Jan","Amarillo MSA","Adj","5,360"
"1992","02","Feb","Amarillo MSA","Adj","5,404"
"1992","03","Mar","Amarillo MSA","Adj","5,308"
"1992","04","Apr","Amarillo MSA","Adj","5,243"
"1992","05","May","Amarillo MSA","Adj","5,321"
"1992","06","Jun","Amarillo MSA","Adj","5,338"
"1992","07","Jul","Amarillo MSA","Adj","5,186"
"1992","08","Aug","Amarillo MSA","Adj","5,079"
"1992","09","Sep","Amarillo MSA","Adj","5,049"
"1992","10","Oct","Amarillo MSA","Adj","5,105"
"1992","11","Nov","Amarillo MSA","Adj","5,251"
"1992","12","Dec","Amarillo MSA","Adj","5,310"
"1991","01","Jan","Amarillo MSA","Adj","4,820"
"1991","02","Feb","Amarillo MSA","Adj","4,801"
"1991","03","Mar","Amarillo MSA","Adj","4,818"
"1991","04","Apr","Amarillo MSA","Adj","4,879"
"1991","05","May","Amarillo MSA","Adj","4,921"
"1991","06","Jun","Amarillo MSA","Adj","4,932"
"1991","07","Jul","Amarillo MSA","Adj","4,924"
"1991","08","Aug","Amarillo MSA","Adj","4,833"
"1991","09","Sep","Amarillo MSA","Adj","4,824"
"1991","10","Oct","Amarillo MSA","Adj","4,887"
"1991","11","Nov","Amarillo MSA","Adj","4,949"
"1991","12","Dec","Amarillo MSA","Adj","5,141"
"1990","01","Jan","Amarillo MSA","Adj","4,786"
"1990","02","Feb","Amarillo MSA","Adj","5,087"
"1990","03","Mar","Amarillo MSA","Adj","5,336"
"1990","04","Apr","Amarillo MSA","Adj","5,297"
"1990","05","May","Amarillo MSA","Adj","5,084"
"1990","06","Jun","Amarillo MSA","Adj","4,904"
"1990","07","Jul","Amarillo MSA","Adj","4,864"
"1990","08","Aug","Amarillo MSA","Adj","4,914"
"1990","09","Sep","Amarillo MSA","Adj","4,932"
"1990","10","Oct","Amarillo MSA","Adj","4,901"
"1990","11","Nov","Amarillo MSA","Adj","4,914"
"1990","12","Dec","Amarillo MSA","Adj","4,898"
"2017","01","Jan","Austin-Round Rock MSA","Adj","37,850"
"2017","02","Feb","Austin-Round Rock MSA","Adj","41,010"
"2017","03","Mar","Austin-Round Rock MSA","Adj","42,087"
"2017","04","Apr","Austin-Round Rock MSA","Adj","40,566"
"2017","05","May","Austin-Round Rock MSA","Adj","38,660"
"2017","06","Jun","Austin-Round Rock MSA","Adj","36,161"
"2017","07","Jul","Austin-Round Rock MSA","Adj","33,429"
"2017","08","Aug","Austin-Round Rock MSA","Adj","35,341"
"2017","09","Sep","Austin-Round Rock MSA","Adj","33,281"
"2016","01","Jan","Austin-Round Rock MSA","Adj","33,539"
"2016","02","Feb","Austin-Round Rock MSA","Adj","33,113"
"2016","03","Mar","Austin-Round Rock MSA","Adj","34,804"
"2016","04","Apr","Austin-Round Rock MSA","Adj","35,360"
"2016","05","May","Austin-Round Rock MSA","Adj","33,866"
"2016","06","Jun","Austin-Round Rock MSA","Adj","33,518"
"2016","07","Jul","Austin-Round Rock MSA","Adj","35,225"
"2016","08","Aug","Austin-Round Rock MSA","Adj","36,363"
"2016","09","Sep","Austin-Round Rock MSA","Adj","37,774"
"2016","10","Oct","Austin-Round Rock MSA","Adj","36,042"
"2016","11","Nov","Austin-Round Rock MSA","Adj","35,119"
"2016","12","Dec","Austin-Round Rock MSA","Adj","37,805"
"2015","01","Jan","Austin-Round Rock MSA","Adj","38,353"
"2015","02","Feb","Austin-Round Rock MSA","Adj","37,114"
"2015","03","Mar","Austin-Round Rock MSA","Adj","36,271"
"2015","04","Apr","Austin-Round Rock MSA","Adj","36,362"
"2015","05","May","Austin-Round Rock MSA","Adj","36,194"
"2015","06","Jun","Austin-Round Rock MSA","Adj","35,390"
"2015","07","Jul","Austin-Round Rock MSA","Adj","34,855"
"2015","08","Aug","Austin-Round Rock MSA","Adj","34,726"
"2015","09","Sep","Austin-Round Rock MSA","Adj","35,162"
"2015","10","Oct","Austin-Round Rock MSA","Adj","35,875"
"2015","11","Nov","Austin-Round Rock MSA","Adj","36,171"
"2015","12","Dec","Austin-Round Rock MSA","Adj","36,091"
"2014","01","Jan","Austin-Round Rock MSA","Adj","47,167"
"2014","02","Feb","Austin-Round Rock MSA","Adj","47,571"
"2014","03","Mar","Austin-Round Rock MSA","Adj","47,003"
"2014","04","Apr","Austin-Round Rock MSA","Adj","45,402"
"2014","05","May","Austin-Round Rock MSA","Adj","44,482"
"2014","06","Jun","Austin-Round Rock MSA","Adj","44,093"
"2014","07","Jul","Austin-Round Rock MSA","Adj","44,269"
"2014","08","Aug","Austin-Round Rock MSA","Adj","44,199"
"2014","09","Sep","Austin-Round Rock MSA","Adj","42,956"
"2014","10","Oct","Austin-Round Rock MSA","Adj","41,729"
"2014","11","Nov","Austin-Round Rock MSA","Adj","40,804"
"2014","12","Dec","Austin-Round Rock MSA","Adj","39,577"
"2013","01","Jan","Austin-Round Rock MSA","Adj","55,429"
"2013","02","Feb","Austin-Round Rock MSA","Adj","54,740"
"2013","03","Mar","Austin-Round Rock MSA","Adj","53,988"
"2013","04","Apr","Austin-Round Rock MSA","Adj","53,839"
"2013","05","May","Austin-Round Rock MSA","Adj","53,894"
"2013","06","Jun","Austin-Round Rock MSA","Adj","53,623"
"2013","07","Jul","Austin-Round Rock MSA","Adj","52,539"
"2013","08","Aug","Austin-Round Rock MSA","Adj","51,729"
"2013","09","Sep","Austin-Round Rock MSA","Adj","51,862"
"2013","10","Oct","Austin-Round Rock MSA","Adj","51,395"
"2013","11","Nov","Austin-Round Rock MSA","Adj","49,590"
"2013","12","Dec","Austin-Round Rock MSA","Adj","47,792"
"2012","01","Jan","Austin-Round Rock MSA","Adj","58,983"
"2012","02","Feb","Austin-Round Rock MSA","Adj","58,456"
"2012","03","Mar","Austin-Round Rock MSA","Adj","57,861"
"2012","04","Apr","Austin-Round Rock MSA","Adj","57,253"
"2012","05","May","Austin-Round Rock MSA","Adj","57,274"
"2012","06","Jun","Austin-Round Rock MSA","Adj","57,455"
"2012","07","Jul","Austin-Round Rock MSA","Adj","56,875"
"2012","08","Aug","Austin-Round Rock MSA","Adj","55,200"
"2012","09","Sep","Austin-Round Rock MSA","Adj","53,625"
"2012","10","Oct","Austin-Round Rock MSA","Adj","53,036"
"2012","11","Nov","Austin-Round Rock MSA","Adj","53,155"
"2012","12","Dec","Austin-Round Rock MSA","Adj","54,442"
"2011","01","Jan","Austin-Round Rock MSA","Adj","63,724"
"2011","02","Feb","Austin-Round Rock MSA","Adj","63,006"
"2011","03","Mar","Austin-Round Rock MSA","Adj","62,850"
"2011","04","Apr","Austin-Round Rock MSA","Adj","63,081"
"2011","05","May","Austin-Round Rock MSA","Adj","63,674"
"2011","06","Jun","Austin-Round Rock MSA","Adj","64,519"
"2011","07","Jul","Austin-Round Rock MSA","Adj","64,802"
"2011","08","Aug","Austin-Round Rock MSA","Adj","65,012"
"2011","09","Sep","Austin-Round Rock MSA","Adj","64,990"
"2011","10","Oct","Austin-Round Rock MSA","Adj","63,366"
"2011","11","Nov","Austin-Round Rock MSA","Adj","61,224"
"2011","12","Dec","Austin-Round Rock MSA","Adj","59,863"
"2010","01","Jan","Austin-Round Rock MSA","Adj","66,390"
"2010","02","Feb","Austin-Round Rock MSA","Adj","66,309"
"2010","03","Mar","Austin-Round Rock MSA","Adj","66,427"
"2010","04","Apr","Austin-Round Rock MSA","Adj","66,263"
"2010","05","May","Austin-Round Rock MSA","Adj","65,094"
"2010","06","Jun","Austin-Round Rock MSA","Adj","64,091"
"2010","07","Jul","Austin-Round Rock MSA","Adj","63,912"
"2010","08","Aug","Austin-Round Rock MSA","Adj","63,839"
"2010","09","Sep","Austin-Round Rock MSA","Adj","63,697"
"2010","10","Oct","Austin-Round Rock MSA","Adj","64,399"
"2010","11","Nov","Austin-Round Rock MSA","Adj","65,316"
"2010","12","Dec","Austin-Round Rock MSA","Adj","64,842"
"2009","01","Jan","Austin-Round Rock MSA","Adj","50,973"
"2009","02","Feb","Austin-Round Rock MSA","Adj","53,341"
"2009","03","Mar","Austin-Round Rock MSA","Adj","53,838"
"2009","04","Apr","Austin-Round Rock MSA","Adj","53,851"
"2009","05","May","Austin-Round Rock MSA","Adj","61,727"
"2009","06","Jun","Austin-Round Rock MSA","Adj","64,265"
"2009","07","Jul","Austin-Round Rock MSA","Adj","65,781"
"2009","08","Aug","Austin-Round Rock MSA","Adj","66,015"
"2009","09","Sep","Austin-Round Rock MSA","Adj","66,193"
"2009","10","Oct","Austin-Round Rock MSA","Adj","66,164"
"2009","11","Nov","Austin-Round Rock MSA","Adj","65,791"
"2009","12","Dec","Austin-Round Rock MSA","Adj","66,030"
"2008","01","Jan","Austin-Round Rock MSA","Adj","32,452"
"2008","02","Feb","Austin-Round Rock MSA","Adj","32,025"
"2008","03","Mar","Austin-Round Rock MSA","Adj","32,452"
"2008","04","Apr","Austin-Round Rock MSA","Adj","33,285"
"2008","05","May","Austin-Round Rock MSA","Adj","34,458"
"2008","06","Jun","Austin-Round Rock MSA","Adj","35,459"
"2008","07","Jul","Austin-Round Rock MSA","Adj","36,867"
"2008","08","Aug","Austin-Round Rock MSA","Adj","38,620"
"2008","09","Sep","Austin-Round Rock MSA","Adj","39,941"
"2008","10","Oct","Austin-Round Rock MSA","Adj","41,473"
"2008","11","Nov","Austin-Round Rock MSA","Adj","43,841"
"2008","12","Dec","Austin-Round Rock MSA","Adj","47,247"
"2007","01","Jan","Austin-Round Rock MSA","Adj","30,785"
"2007","02","Feb","Austin-Round Rock MSA","Adj","30,458"
"2007","03","Mar","Austin-Round Rock MSA","Adj","29,969"
"2007","04","Apr","Austin-Round Rock MSA","Adj","29,898"
"2007","05","May","Austin-Round Rock MSA","Adj","29,774"
"2007","06","Jun","Austin-Round Rock MSA","Adj","29,809"
"2007","07","Jul","Austin-Round Rock MSA","Adj","30,059"
"2007","08","Aug","Austin-Round Rock MSA","Adj","30,456"
"2007","09","Sep","Austin-Round Rock MSA","Adj","31,142"
"2007","10","Oct","Austin-Round Rock MSA","Adj","31,502"
"2007","11","Nov","Austin-Round Rock MSA","Adj","32,174"
"2007","12","Dec","Austin-Round Rock MSA","Adj","32,933"
"2006","01","Jan","Austin-Round Rock MSA","Adj","35,388"
"2006","02","Feb","Austin-Round Rock MSA","Adj","35,297"
"2006","03","Mar","Austin-Round Rock MSA","Adj","35,639"
"2006","04","Apr","Austin-Round Rock MSA","Adj","35,875"
"2006","05","May","Austin-Round Rock MSA","Adj","35,479"
"2006","06","Jun","Austin-Round Rock MSA","Adj","34,729"
"2006","07","Jul","Austin-Round Rock MSA","Adj","34,261"
"2006","08","Aug","Austin-Round Rock MSA","Adj","33,639"
"2006","09","Sep","Austin-Round Rock MSA","Adj","32,745"
"2006","10","Oct","Austin-Round Rock MSA","Adj","32,093"
"2006","11","Nov","Austin-Round Rock MSA","Adj","31,590"
"2006","12","Dec","Austin-Round Rock MSA","Adj","31,003"
"2005","01","Jan","Austin-Round Rock MSA","Adj","38,156"
"2005","02","Feb","Austin-Round Rock MSA","Adj","37,778"
"2005","03","Mar","Austin-Round Rock MSA","Adj","37,110"
"2005","04","Apr","Austin-Round Rock MSA","Adj","36,840"
"2005","05","May","Austin-Round Rock MSA","Adj","36,361"
"2005","06","Jun","Austin-Round Rock MSA","Adj","35,349"
"2005","07","Jul","Austin-Round Rock MSA","Adj","35,165"
"2005","08","Aug","Austin-Round Rock MSA","Adj","35,543"
"2005","09","Sep","Austin-Round Rock MSA","Adj","35,395"
"2005","10","Oct","Austin-Round Rock MSA","Adj","35,445"
"2005","11","Nov","Austin-Round Rock MSA","Adj","36,258"
"2005","12","Dec","Austin-Round Rock MSA","Adj","36,206"
"2004","01","Jan","Austin-Round Rock MSA","Adj","41,567"
"2004","02","Feb","Austin-Round Rock MSA","Adj","41,094"
"2004","03","Mar","Austin-Round Rock MSA","Adj","40,779"
"2004","04","Apr","Austin-Round Rock MSA","Adj","40,045"
"2004","05","May","Austin-Round Rock MSA","Adj","39,135"
"2004","06","Jun","Austin-Round Rock MSA","Adj","38,601"
"2004","07","Jul","Austin-Round Rock MSA","Adj","37,926"
"2004","08","Aug","Austin-Round Rock MSA","Adj","37,297"
"2004","09","Sep","Austin-Round Rock MSA","Adj","37,473"
"2004","10","Oct","Austin-Round Rock MSA","Adj","38,302"
"2004","11","Nov","Austin-Round Rock MSA","Adj","38,874"
"2004","12","Dec","Austin-Round Rock MSA","Adj","38,611"
"2003","01","Jan","Austin-Round Rock MSA","Adj","46,012"
"2003","02","Feb","Austin-Round Rock MSA","Adj","46,319"
"2003","03","Mar","Austin-Round Rock MSA","Adj","46,726"
"2003","04","Apr","Austin-Round Rock MSA","Adj","46,876"
"2003","05","May","Austin-Round Rock MSA","Adj","47,167"
"2003","06","Jun","Austin-Round Rock MSA","Adj","47,442"
"2003","07","Jul","Austin-Round Rock MSA","Adj","46,663"
"2003","08","Aug","Austin-Round Rock MSA","Adj","45,854"
"2003","09","Sep","Austin-Round Rock MSA","Adj","45,382"
"2003","10","Oct","Austin-Round Rock MSA","Adj","44,402"
"2003","11","Nov","Austin-Round Rock MSA","Adj","43,069"
"2003","12","Dec","Austin-Round Rock MSA","Adj","42,099"
"2002","01","Jan","Austin-Round Rock MSA","Adj","42,894"
"2002","02","Feb","Austin-Round Rock MSA","Adj","43,523"
"2002","03","Mar","Austin-Round Rock MSA","Adj","44,502"
"2002","04","Apr","Austin-Round Rock MSA","Adj","45,246"
"2002","05","May","Austin-Round Rock MSA","Adj","44,938"
"2002","06","Jun","Austin-Round Rock MSA","Adj","44,566"
"2002","07","Jul","Austin-Round Rock MSA","Adj","44,568"
"2002","08","Aug","Austin-Round Rock MSA","Adj","44,400"
"2002","09","Sep","Austin-Round Rock MSA","Adj","44,266"
"2002","10","Oct","Austin-Round Rock MSA","Adj","44,591"
"2002","11","Nov","Austin-Round Rock MSA","Adj","45,212"
"2002","12","Dec","Austin-Round Rock MSA","Adj","45,703"
"2001","01","Jan","Austin-Round Rock MSA","Adj","21,616"
"2001","02","Feb","Austin-Round Rock MSA","Adj","23,142"
"2001","03","Mar","Austin-Round Rock MSA","Adj","25,493"
"2001","04","Apr","Austin-Round Rock MSA","Adj","27,774"
"2001","05","May","Austin-Round Rock MSA","Adj","29,494"
"2001","06","Jun","Austin-Round Rock MSA","Adj","30,922"
"2001","07","Jul","Austin-Round Rock MSA","Adj","32,791"
"2001","08","Aug","Austin-Round Rock MSA","Adj","35,233"
"2001","09","Sep","Austin-Round Rock MSA","Adj","37,444"
"2001","10","Oct","Austin-Round Rock MSA","Adj","39,353"
"2001","11","Nov","Austin-Round Rock MSA","Adj","40,990"
"2001","12","Dec","Austin-Round Rock MSA","Adj","42,135"
"2000","01","Jan","Austin-Round Rock MSA","Adj","23,194"
"2000","02","Feb","Austin-Round Rock MSA","Adj","23,350"
"2000","03","Mar","Austin-Round Rock MSA","Adj","23,080"
"2000","04","Apr","Austin-Round Rock MSA","Adj","22,692"
"2000","05","May","Austin-Round Rock MSA","Adj","22,459"
"2000","06","Jun","Austin-Round Rock MSA","Adj","21,779"
"2000","07","Jul","Austin-Round Rock MSA","Adj","21,295"
"2000","08","Aug","Austin-Round Rock MSA","Adj","21,443"
"2000","09","Sep","Austin-Round Rock MSA","Adj","21,609"
"2000","10","Oct","Austin-Round Rock MSA","Adj","21,480"
"2000","11","Nov","Austin-Round Rock MSA","Adj","21,123"
"2000","12","Dec","Austin-Round Rock MSA","Adj","21,031"
"1999","01","Jan","Austin-Round Rock MSA","Adj","16,580"
"1999","02","Feb","Austin-Round Rock MSA","Adj","16,254"
"1999","03","Mar","Austin-Round Rock MSA","Adj","15,959"
"1999","04","Apr","Austin-Round Rock MSA","Adj","15,977"
"1999","05","May","Austin-Round Rock MSA","Adj","16,107"
"1999","06","Jun","Austin-Round Rock MSA","Adj","16,165"
"1999","07","Jul","Austin-Round Rock MSA","Adj","16,035"
"1999","08","Aug","Austin-Round Rock MSA","Adj","15,871"
"1999","09","Sep","Austin-Round Rock MSA","Adj","15,905"
"1999","10","Oct","Austin-Round Rock MSA","Adj","15,887"
"1999","11","Nov","Austin-Round Rock MSA","Adj","15,751"
"1999","12","Dec","Austin-Round Rock MSA","Adj","15,685"
"1998","01","Jan","Austin-Round Rock MSA","Adj","18,297"
"1998","02","Feb","Austin-Round Rock MSA","Adj","18,227"
"1998","03","Mar","Austin-Round Rock MSA","Adj","18,100"
"1998","04","Apr","Austin-Round Rock MSA","Adj","17,954"
"1998","05","May","Austin-Round Rock MSA","Adj","18,190"
"1998","06","Jun","Austin-Round Rock MSA","Adj","18,563"
"1998","07","Jul","Austin-Round Rock MSA","Adj","18,746"
"1998","08","Aug","Austin-Round Rock MSA","Adj","18,881"
"1998","09","Sep","Austin-Round Rock MSA","Adj","18,655"
"1998","10","Oct","Austin-Round Rock MSA","Adj","17,934"
"1998","11","Nov","Austin-Round Rock MSA","Adj","17,183"
"1998","12","Dec","Austin-Round Rock MSA","Adj","16,772"
"1997","01","Jan","Austin-Round Rock MSA","Adj","21,196"
"1997","02","Feb","Austin-Round Rock MSA","Adj","21,324"
"1997","03","Mar","Austin-Round Rock MSA","Adj","21,118"
"1997","04","Apr","Austin-Round Rock MSA","Adj","20,383"
"1997","05","May","Austin-Round Rock MSA","Adj","19,876"
"1997","06","Jun","Austin-Round Rock MSA","Adj","19,740"
"1997","07","Jul","Austin-Round Rock MSA","Adj","19,679"
"1997","08","Aug","Austin-Round Rock MSA","Adj","19,642"
"1997","09","Sep","Austin-Round Rock MSA","Adj","19,311"
